label,tempo,time_signature,key,loudness
hard rock,110.576,4,11,-4.884
opera,205.694,4,6,-26.44
free jazz,105.096,7,1,-39.325
rockabilly,85.794,1,9,-9.503
latin jazz,89.871,4,11,-21.032
chanson,66.974,1,6,-8.546
easy listening,120.664,4,7,-21.141
blues-rock,111.716,3,7,-15.086
progressive house,129.927,4,3,-8.229
hip hop,130.729,4,2,-6.712
modern rock,123.204,4,1,-11.131
straight edge,158.018,1,5,-1.672
rock,121.892,4,5,-10.032
southern gospel,142.523,4,5,-7.926
country rock,106.925,4,9,-12.484
western swing,104.098,3,11,-17.127
chinese music,139.213,4,11,-10.782
punk blues,161.68,3,6,-10.752
chill-out,246.593,4,9,-22.28
lovers rock,178.721,4,5,-13.159
jazz funk,100.135,4,0,-12.878
new wave,156.957,4,7,-8.282
roots rock,47.754,4,5,-12.98
hip hop,87.955,4,4,-7.531
soukous,125.916,4,0,-4.355
brill building pop,192.114,4,10,-11.828
chinese music,119.999,4,0,-5.651
hip hop,104.458,4,7,-8.006
hip hop,100.198,4,9,-8.902
heartland rock,92.161,4,7,-11.768
post-grunge,131.98,4,2,-9.795
country rock,150.031,4,9,-11.166
country blues,148.022,4,9,-11.002
hip hop,90.069,4,1,-10.87
german pop,134.972,1,7,-4.792
honky tonk,154.619,4,1,-21.916
glam rock,92.461,3,5,-9.253
big beat,84.269,3,6,-18.765
power pop,85.047,4,0,-3.594
lovers rock,142.674,4,6,-11.91
rock 'n roll,124.031,4,0,-5.08
hardcore metal,174.281,4,1,-2.517
oi,115.586,1,0,-4.162
tribal house,189.331,3,7,-6.153
blues-rock,133.596,4,0,-5.686
chicago soul,108.926,4,0,-12.057
latin jazz,148.426,4,2,-9.498
turnablism,178.13,7,4,-5.703
hip hop,93.408,4,6,-7.468
christian punk,162.024,4,1,-3.631
texas blues,87.231,3,10,-11.336
rock,89.008,4,6,-5.125
dancehall,118.101,3,2,-11.677
blues-rock,166.748,1,2,-6.818
ccm,116.446,4,0,-5.038
ghetto tech,165.048,4,0,-3.547
heavy metal,135.648,4,0,-4.456
mondiovision,99.611,5,0,-7.637
r&b,121.526,1,4,-15.209
roots rock,112.629,7,6,-12.29
pinoy rock,84.27,4,1,-10.45
post-hardcore,94.937,4,8,-4.606
free music,80.031,7,9,-10.317
swedish,95.972,4,1,-4.878
alternative dance,70.074,3,8,-5.968
post-hardcore,140.254,4,1,-9.15
irish folk,47.934,1,3,-22.187
goregrind,153.033,5,2,-8.52
cool jazz,86.172,4,1,-13.763
folk-pop,139.38,1,8,-12.145
chamber jazz,95.046,4,5,-16.229
fusion,128.061,4,7,-6.146
hip hop,93.856,4,0,-16.323
country gospel,166.199,4,10,-13.482
new jack swing,65.971,3,5,-5.979
dancehall,109.045,4,7,-6.007
christian rock,150.089,4,6,-6.183
charanga,203.419,4,0,-5.569
hip hop,115.933,4,7,-7.559
pop rap,125.028,4,10,-6.012
neo soul,82.723,4,4,-18.328
easy listening,120.052,4,7,-12.907
country blues,140.178,1,10,-16.923
pop folk,109.695,4,8,-8.07
british invasion,151.796,4,2,-9.003
flamenco,103.984,4,0,-6.7
piano rock,144.239,4,10,-6.132
vaudeville,88.984,4,2,-11.902
soundtrack,120.484,4,5,-19.306
melbourne,85.195,3,10,-8.66
progressive house,128.012,4,10,-7.671
jazz funk,136.177,4,10,-9.372
video game music,160.038,3,9,-15.118
gypsy jazz,211.974,3,6,-14.669
gaita,167.567,3,9,-11.837
latin jazz,134.211,4,0,-11.15
new orleans jazz,112.289,4,4,-13.879
guitar,133.166,3,9,-27.706
british pop,145.115,1,1,-9.696
tech house,91.951,4,1,-10.157
hip hop,95.285,4,10,-4.178
reggaeton,84.054,1,0,-11.108
stand-up comedy,77.718,3,11,-28.096
meditation,153.942,7,4,-13.129
folk-pop,127.686,4,7,-11.584
turnablism,153.803,4,8,-11.883
straight edge,115.09,1,4,-2.045
chamber jazz,142.151,4,7,-24.997
latin pop,76.449,1,10,-13.47
sludge metal,117.463,4,1,-4.914
rock,125.112,1,7,-10.168
post-grunge,111.943,4,3,-7.742
flamenco,156.833,4,10,-8.218
latin jazz,116.181,4,7,-19.884
horror punk,183.512,1,9,-4.625
meditation,64.634,3,2,-28.431
blues-rock,60.646,1,7,-8.975
delta blues,177.878,4,0,-17.36
alternative dance,129.975,4,10,-3.592
pop,114.998,4,10,-6.04
gangster rap,189.801,4,6,-5.032
electric blues,174.52,1,6,-24.72
country blues,107.452,3,1,-16.536
soul blues,101.914,3,4,-14.925
nu jazz,84.791,4,5,-10.474
dance rock,119.729,4,2,-10.248
hip hop,72.845,3,1,-19.406
hard bop,206.609,4,8,-11.92
tango,92.099,4,6,-8.316
blues-rock,115.863,4,9,-6.854
hip hop,129.58,5,1,-8.007
post-hardcore,150.075,4,2,-6.571
power pop,113.874,4,4,-5.482
gangster rap,91.981,4,11,-5.804
modern laika,125.027,3,9,-8.189
irish,181.731,5,5,-5.396
doo-wop,132.149,1,9,-15.636
hard house,95.571,3,7,-14.696
experimental rock,185.46,3,0,-5.537
dancehall,97.994,4,10,-6.136
brill building pop,101.308,1,6,-9.427
future jazz,155.193,4,7,-12.997
rock,122.002,3,7,-18.942
funk metal,111.924,1,2,-9.999
blues-rock,86.994,4,5,-12.893
country blues,170.462,4,1,-16.227
power pop,103.28,4,7,-10.132
country blues,118.977,3,4,-17.33
tribal house,132.995,4,1,-10.228
dance rock,137.328,1,7,-8.099
post-grunge,108.011,4,8,-5.472
brill building pop,126.54,3,10,-12.992
chanson,209.384,3,7,-10.032
roots rock,124.505,4,4,-5.187
trip hop,95.777,7,1,-18.671
country gospel,84.922,4,10,-11.83
religious music,111.417,5,1,-7.087
all-female,127.356,4,11,-8.693
chanson,152.338,4,3,-16.757
heavy metal,165.976,4,5,-8.535
blues-rock,138.593,4,7,-12.733
rap metal,150.017,4,7,-3.533
soft rock,144.027,4,6,-9.922
no wave,142.107,1,9,-3.972
hip hop,110.925,4,7,-5.407
dance-punk,158.972,4,0,-6.114
chinese music,148.02,4,6,-6.806
alternative metal,146.063,4,2,-4.436
chanson,134.882,4,9,-5.559
western swing,109.657,1,3,-14.928
industrial rock,140.007,4,9,-10.589
twee pop,155.07,4,7,-4.403
zydeco,129.266,4,8,-10.008
soukous,123.669,4,7,-12.532
latin jazz,148.119,4,0,-9.394
broken beat,107.054,3,8,-14.159
ccm,87.967,4,9,-4.747
heartland rock,151.716,4,0,-10.922
bhangra,130.051,4,11,-8.027
country rock,122.025,4,0,-4.3
indie,163.066,1,5,-13.4
heavy metal,124.024,4,0,-5.668
brazilian jazz,152.282,4,0,-15.085
ccm,105.06,4,5,-7.084
country blues,131.409,1,7,-32.166
hard house,126.664,4,7,-9.237
soundtrack,202.578,1,5,-26.527
deep house,126.319,4,10,-11.283
latin jazz,143.212,1,2,-23.172
trance,120.002,4,0,-6.412
country,146.85,4,5,-8.355
piano blues,96.2,7,4,-26.246
urban folk,129.953,4,4,-7.95
ballad,166.555,4,2,-13.691
salsa,135.374,4,8,-14.445
power pop,133.142,4,4,-7.324
british pop,115.906,4,7,-9.958
ghetto tech,150.009,4,8,-14.113
ccm,88.618,4,11,-11.416
power pop,154.167,4,4,-6.433
country rock,121.611,5,0,-15.339
hip hop,95.954,4,1,-8.602
piano blues,147.633,4,10,-9.517
celtic punk,183.684,4,3,-5.232
chanson,129.887,4,4,-14.507
pop punk,99.024,4,8,-3.242
meditation,150.081,3,2,-25.416
deep house,120.27,4,9,-5.769
country rock,100.848,4,4,-17.514
chill-out,91.397,1,0,-22.786
thrash core,168.009,5,1,-6.001
dance pop,86.499,4,3,-11.323
honky tonk,96.068,4,0,-7.695
dj,99.106,4,6,-12.123
freakbeat,133.974,4,9,-5.19
post-grunge,135.083,4,7,-6.077
viking metal,104.186,3,7,-7.317
latin jazz,193.99,4,2,-12.793
rap,200.004,4,0,-4.449
jazz funk,194.922,7,5,-7.863
reggae,99.994,4,9,-6.658
ska,106.798,4,0,-4.537
hyphy,94.378,4,1,-6.887
german,124.015,1,1,-15.972
lovers rock,120.211,4,2,-6.941
rapcore,90.621,4,9,-9.079
eurodance,126.034,4,8,-5.779
comedy rap,90.846,4,6,-11.041
roots reggae,152.91,4,1,-7.651
gospel,90.942,1,1,-17.839
pop rock,166.138,4,11,-7.604
heavy metal,91.858,4,1,-6.641
heavy metal,145.883,7,9,-8.38
hip hop,129.352,5,6,-7.492
texas blues,120.765,3,4,-11.61
ballad,107.073,3,7,-15.603
soukous,124.293,4,5,-10.672
latin jazz,134.777,4,0,-13.485
zouk,106.633,3,9,-10.797
hip hop,112.864,5,11,-5.805
country rock,119.324,4,4,-10.427
hip hop,219.94,7,10,-9.406
latin jazz,74.255,1,5,-24.669
dance-punk,120.948,4,8,-9.253
blues-rock,103.976,4,7,-10.672
roots reggae,199.826,7,1,-10.789
ccm,92.411,4,0,-13.316
ghetto tech,160.045,4,10,-6.363
ska punk,186.6,4,4,-9.769
chanson,130.273,4,7,-16.755
progressive house,127.926,4,9,-2.62
honky tonk,96.031,4,4,-11.519
hard rock,152.468,5,4,-6.149
dance music,131.991,4,0,-10.751
hip hop,110.064,4,6,-19.67
rock,60.882,1,0,-17.67
dance rock,150.03,4,1,-4.188
hard bop,100.175,4,4,-14.233
oi,103.971,1,4,-14.616
ccm,55.619,1,6,-11.769
ccm,113.799,4,3,-14.471
experimental pop,116.915,4,6,-6.324
trip hop,114.993,4,9,-12.968
turnablism,119.948,4,10,-9.817
pop rap,92.043,4,1,-4.936
hip hop,97.292,4,7,-11.621
latin jazz,171.99,7,5,-15.525
power pop,121.837,4,9,-5.938
smooth jazz,185.93,7,1,-8.709
soul blues,114.512,4,5,-16.141
soft rock,168.932,1,2,-11.082
rock 'n roll,136.846,4,7,-8.539
chill-out,130.956,4,10,-18.014
roots rock,147.944,4,9,-5.892
gabba,94.535,4,1,-3.674
grunge,134.982,4,7,-3.925
christian music,160.04,4,2,-5.376
post-grunge,162.843,4,1,-11.13
easy listening,91.485,1,7,-26.232
new jack swing,97.748,4,5,-11.083
desi,99.015,4,11,-9.74
easy listening,130.14,1,7,-12.382
roots reggae,130.519,4,7,-11.048
close harmony,66.374,4,0,-15.698
post-hardcore,150.13,3,7,-7.896
chamber jazz,86.826,1,0,-15.406
flamenco,96.002,5,0,-5.116
free jazz,200.876,4,0,-15.324
hip house,181.743,4,7,-5.272
indie,97.671,4,10,-17.471
ccm,96.127,4,9,-6.741
blues,124.448,4,5,-6.409
los angeles,140.143,1,11,-6.148
gypsy jazz,131.842,1,0,-5.989
hip hop,101.87,4,11,-9.201
charanga,159.533,4,4,-6.058
stoner rock,144.398,4,1,-3.092
soukous,136.442,4,5,-6.612
post-grunge,201.269,4,2,-5.243
reggaeton,85.01,1,2,-13.111
jug band,132.582,4,7,-9.435
acid jazz,61.587,4,2,-13.522
chicago soul,131.641,4,0,-7.633
blues-rock,129.042,4,9,-8.72
ambient black metal,136.871,4,9,-3.212
zydeco,146.817,4,4,-10.449
dance rock,126.501,1,1,-9.883
soundtrack,147.692,1,1,-17.346
dance pop,160.033,4,0,-6.59
soft rock,125.03,4,4,-9.027
ska punk,146.851,4,4,-8.663
german pop,110.589,4,7,-9.169
modern rock,122.956,4,1,-5.346
soukous,94.72,7,0,-12.061
blues-rock,178.299,4,4,-12.732
brutal death metal,171.91,4,0,-5.359
chinese music,63.993,4,0,-12.741
visual kei,159.837,4,9,-5.699
modern laika,140.04,4,2,-7.163
hip hop,136.248,5,0,-5.664
brazilian pop music,157.111,3,11,-8.593
lullaby,100.043,3,8,-11.918
grunge,145.179,1,0,-6.077
soundtrack,118.683,4,4,-13.901
alternative metal,84.694,4,2,-7.805
brazilian pop music,155.062,4,1,-7.029
game,144.835,4,4,-13.509
experimental pop,156.062,4,1,-22.474
horror punk,93.703,4,3,-7.897
grime,117.298,4,10,-10.152
hip hop,87.965,4,2,-11.667
dance pop,179.486,4,7,-5.823
country,147.964,4,7,-19.407
sympho black metal,165.908,4,3,-6.664
folk-pop,123.018,5,9,-21.694
texas blues,160.979,1,0,-21.403
post-grunge,167.263,3,9,-8.0
rock 'n roll,159.418,4,2,-5.84
chamber pop,146.184,4,5,-10.688
soundtrack,183.956,1,2,-20.247
folk rock,112.767,4,2,-6.776
hardcore punk,105.453,3,7,-5.663
post-grunge,143.932,4,5,-4.83
sludge metal,113.386,4,2,-7.616
blackened death metal,227.302,4,10,-5.587
los angeles,119.283,4,3,-16.142
power pop,115.686,4,9,-5.759
blues,154.548,4,5,-8.882
power metal,194.238,1,2,-7.736
country,74.983,4,5,-18.58
bass music,86.664,1,6,-3.173
j pop,122.9,4,5,-5.73
jazz fusion,88.991,3,9,-12.916
easy listening,96.17,3,7,-11.634
greek,75.532,5,4,-5.267
power pop,104.775,1,4,-12.432
gypsy jazz,124.089,1,2,-16.532
tech house,174.682,4,1,-9.609
gypsy jazz,196.446,1,2,-11.113
disco,202.266,1,9,-20.731
modern rock,81.882,4,7,-23.041
trip hop,125.984,4,3,-10.786
pop punk,79.935,4,0,-6.327
ragga jungle,0.0,3,11,-6.153
gangster rap,165.976,4,8,-5.275
rock 'n roll,132.197,4,0,-6.568
singer-songwriter,119.99,5,6,-11.168
singer-songwriter,135.011,4,2,-13.209
delta blues,96.002,1,6,-22.507
southern gospel,128.867,1,0,-11.172
free jazz,119.092,4,8,-22.226
emo,92.645,3,7,-9.097
chanson,227.236,1,3,-9.594
europop,94.351,4,11,-10.589
southern gospel,49.146,4,7,-10.734
industrial metal,120.539,4,5,-3.294
hard rock,131.813,4,9,-11.278
british pop,87.279,4,0,-21.343
pop,142.431,4,9,-3.238
mandarin pop,154.976,4,7,-4.227
dance pop,107.969,4,0,-3.693
samba,182.974,1,10,-17.665
classic country,101.626,3,5,-15.342
ghetto tech,151.864,4,1,-6.397
blues-rock,86.429,3,9,-18.389
shoegaze,142.953,4,7,-9.024
ccm,155.889,4,6,-9.515
hardcore techno,100.006,4,2,-4.652
male vocalist,115.931,4,0,-9.794
pop,102.143,4,0,-5.743
viking metal,165.204,3,7,-4.757
smooth jazz,114.017,4,10,-8.283
europop,132.965,4,11,-6.191
europop,135.058,4,7,-5.679
rap rock,105.294,4,4,-7.95
hard bop,105.045,4,0,-14.604
doo-wop,130.848,4,2,-24.35
pop rock,136.176,4,1,-11.594
post-hardcore,112.734,4,7,-4.789
hip hop,92.344,5,1,-6.892
chill-out,120.004,4,10,-10.19
ccm,122.1,4,8,-7.355
chanson,202.999,7,7,-10.607
black metal,130.84,1,11,-5.27
chanson,109.1,4,6,-7.779
gangster rap,77.56,4,7,-5.716
chamber jazz,203.737,3,1,-21.307
heavy metal,95.035,4,10,-5.061
country rock,146.473,1,9,-11.531
celtic,121.186,3,4,-15.226
musette,207.152,1,0,-17.317
gangster rap,96.042,4,10,-6.671
future jazz,127.221,4,4,-5.729
ballad,160.212,4,5,-8.684
blue-eyed soul,99.961,4,0,-11.38
united states,80.929,5,8,-13.645
chicago soul,122.507,4,11,-11.769
symphonic rock,124.845,3,11,-4.799
illbient,111.125,4,11,-20.665
grunge,140.823,3,8,-4.802
chill-out,98.763,4,1,-18.179
power pop,122.548,4,4,-7.862
cabaret,88.858,1,6,-15.234
black metal,89.063,4,9,-3.018
dance pop,95.648,4,11,-5.046
noise rock,107.447,1,11,-8.352
heavy metal,200.52,4,4,-12.063
post-grunge,100.029,4,9,-7.128
chamber pop,150.314,1,7,-17.624
merengue,106.689,4,10,-6.61
country gospel,187.045,5,5,-16.853
new romantic,133.057,4,7,-10.025
chicago blues,110.14,3,2,-15.918
hip hop,99.948,4,1,-14.283
rock,86.964,4,1,-7.761
orchestra,116.587,4,7,-10.503
charanga,110.326,4,5,-11.711
easy listening,133.471,4,0,-15.631
folk rock,85.319,4,9,-14.16
lullaby,66.22,4,0,-15.893
hip house,105.948,4,1,-14.276
blues-rock,115.106,4,5,-6.658
shoegaze,92.966,5,2,-15.828
pop rap,117.991,4,11,-7.522
quiet storm,87.553,5,7,-17.279
boy band,85.291,3,11,-6.074
digital hardcore,145.859,4,5,-7.327
progressive bluegrass,83.277,1,4,-12.427
chill-out,104.031,1,11,-8.209
concerto,120.177,4,11,-3.593
chanson,71.084,3,0,-11.61
heavy metal,196.865,7,1,-13.878
texas blues,150.582,3,1,-12.077
los angeles,151.715,4,10,-21.166
pop rap,104.091,5,10,-4.954
orchestra,98.077,3,5,-26.845
alternative metal,164.025,4,0,-4.278
marimba,135.092,4,7,-25.205
reggaeton,135.005,7,10,-7.889
gypsy jazz,225.812,3,9,-13.963
honky tonk,150.439,1,7,-11.366
suomi rock,70.802,5,0,-12.37
instrumental pop,141.233,5,1,-32.238
free improvisation,95.074,7,6,-16.387
tribal house,96.087,4,10,-3.941
power pop,147.847,4,7,-12.968
grindcore,137.795,1,9,-4.65
salsa,76.799,3,5,-3.934
disco,96.001,4,1,-4.691
j pop,150.071,4,3,-7.233
art rock,128.505,4,11,-6.264
ccm,94.012,1,2,-14.419
celtic,100.022,3,2,-11.31
rap metal,146.577,1,9,-3.347
blues-rock,192.476,4,6,-11.59
neofolk,85.548,3,4,-10.681
country blues,85.193,1,8,-19.297
alternative metal,89.958,4,10,-4.157
smooth jazz,66.407,5,0,-4.247
ccm,88.55,3,6,-14.014
delta blues,90.031,4,7,-20.847
classic country,142.858,3,10,-17.065
dance pop,95.066,4,11,-5.205
jangle pop,107.55,4,0,-7.534
vaudeville,79.416,3,7,-21.491
free improvisation,118.721,1,1,-14.107
rock,185.255,4,3,-11.013
ccm,85.103,4,6,-9.889
blues-rock,97.701,4,2,-7.844
ccm,92.204,1,9,-20.729
vocal jazz,206.978,7,3,-16.657
mariachi,88.457,7,7,-12.881
comedy,94.501,3,2,-9.606
doom metal,105.061,4,7,-4.67
comedy,70.535,1,8,-17.315
country rock,127.102,3,9,-11.512
psychobilly,144.104,4,9,-11.588
synthpop,115.02,4,10,-6.445
tejano,155.126,4,10,-7.938
blues,104.204,1,9,-11.0
modern rock,96.005,4,4,-6.083
progressive house,124.063,4,10,-7.501
dance-punk,142.001,4,7,-7.012
brill building pop,87.447,4,3,-18.063
post-hardcore,157.944,4,1,-4.346
classic country,90.726,3,9,-19.365
black metal,116.897,4,1,-2.027
chanson,99.839,1,9,-10.82
j pop,100.518,4,2,-4.824
charanga,116.683,1,0,-9.807
ccm,167.461,4,9,-15.784
ska punk,143.257,4,9,-7.982
chanson,120.56,1,9,-18.497
ccm,110.061,1,0,-17.916
ccm,146.622,4,2,-9.412
roots reggae,80.862,4,10,-15.431
bossa nova,89.737,4,5,-15.541
progressive house,134.017,4,10,-5.447
pop rock,89.665,4,2,-8.023
vaudeville,58.69,3,7,-19.404
latin pop,135.016,4,7,-5.274
experimental pop,95.779,4,9,-13.275
sludge metal,140.174,3,9,-4.348
progressive house,125.005,4,9,-4.594
blues-rock,111.865,4,7,-4.732
hip hop,92.962,4,10,-7.602
comedy,72.188,5,8,-17.813
ghetto tech,106.446,5,9,-6.36
rock,160.039,4,0,-4.433
deep house,179.976,4,1,-6.718
cantonese pop,132.174,3,6,-12.838
dark wave,95.425,4,2,-11.705
hip hop,97.955,5,11,-7.607
pop punk,174.468,4,11,-4.317
country gospel,114.346,4,5,-16.176
chanson francaise,129.983,4,0,-6.632
dance rock,146.826,4,8,-8.539
neo soul,57.639,3,0,-11.471
folk rock,101.971,5,0,-12.983
turnablism,185.498,4,10,-4.33
folk rock,124.006,4,5,-4.769
chamber pop,77.006,4,7,-14.689
gangster rap,126.946,3,0,-12.624
chill-out,88.644,5,0,-7.016
progressive house,130.201,4,11,-8.955
comedy rap,101.871,4,9,-9.093
hardcore punk,151.184,1,6,-3.565
experimental rock,112.486,4,6,-3.952
cool jazz,121.56,1,8,-14.281
hardcore punk,60.308,4,6,-4.507
chinese music,86.005,4,9,-4.824
ccm,106.515,4,10,-10.961
smooth jazz,101.311,4,10,-7.819
doo-wop,116.764,4,5,-11.49
tech house,128.013,4,1,-5.788
rock,147.602,4,11,-15.218
electro rock,126.992,4,1,-4.768
doo-wop,148.341,1,7,-12.995
bluegrass,79.091,7,9,-14.479
hip hop,191.548,4,7,-6.567
french pop,77.827,4,5,-10.275
chanson,121.852,4,7,-11.051
free jazz,126.71,4,8,-18.986
progressive house,89.672,1,2,-8.714
future jazz,115.029,4,8,-5.967
easy listening,161.804,4,5,-18.994
doom metal,159.886,4,2,-5.903
hip hop,185.592,3,10,-7.7
brill building pop,142.963,4,10,-11.298
brazilian pop music,163.99,4,4,-7.083
bossa nova,87.61,1,2,-11.131
samba,159.134,4,0,-6.032
celtic,90.645,1,4,-3.39
country,175.954,7,4,-7.958
post-grunge,95.953,4,7,-2.76
jump blues,157.087,4,0,-15.525
post-grunge,80.472,4,11,-12.256
alternative hip hop,123.998,5,8,-5.281
pop rock,159.673,4,10,-8.858
pop rock,100.266,4,7,-8.278
folk metal,186.12,3,8,-13.383
electronica,131.487,4,8,-26.631
hard bop,107.411,4,7,-10.418
dancehall,161.737,4,7,-8.834
texas blues,80.16,4,1,-17.389
hip pop,199.792,7,0,-22.875
lullaby,104.272,4,7,-14.627
blue-eyed soul,86.805,1,4,-10.218
chill-out,88.796,4,0,-14.299
irish folk,105.539,7,7,-13.855
free improvisation,85.816,1,3,-26.688
blues-rock,153.974,4,5,-10.052
alternative dance,124.995,4,11,-10.003
deathrock,145.185,4,4,-8.232
british pop,111.629,3,4,-13.708
big beat,111.997,4,0,-6.841
big beat,100.532,4,0,-6.737
brill building pop,93.301,4,7,-6.832
ccm,138.504,4,3,-6.315
heartland rock,134.929,4,11,-8.698
hip hop,167.831,4,4,-5.296
cumbia,140.823,4,0,-5.79
western swing,121.923,1,3,-13.559
hip hop,87.844,4,9,-8.315
salsa,219.131,7,5,-8.036
gospel,56.703,1,2,-6.611
dance rock,111.223,5,0,-8.146
power pop,105.902,4,6,-9.628
classic rock,66.155,1,0,-27.685
tech house,131.986,4,11,-7.224
europop,130.039,4,6,-5.286
country rock,139.905,4,2,-17.816
pop punk,131.639,1,8,-6.754
cumbia,134.192,4,1,-9.467
trance,136.981,4,1,-5.639
piano blues,101.241,4,2,-8.441
opera,47.97,1,10,-23.593
alternative metal,92.099,4,7,-3.782
alternative metal,187.401,4,10,-9.171
glam rock,120.253,3,4,-6.872
hip hop,108.301,4,2,-14.122
gaita,105.101,5,2,-17.876
ccm,106.549,3,0,-6.124
chicago soul,136.749,1,10,-9.936
german pop,192.297,4,9,-14.254
soul jazz,165.476,4,7,-27.336
samba,232.436,4,7,-15.79
soul music,125.032,4,6,-6.466
freestyle,157.376,3,0,-4.358
progressive house,152.084,3,8,-35.277
rock,86.958,4,11,-9.041
punk,196.196,1,1,-8.999
religious music,85.599,4,3,-26.309
dirty south rap,60.15,1,5,-8.816
sludge metal,189.288,4,4,-8.6
rap,97.594,4,2,-4.163
ccm,114.528,4,2,-10.366
gangster rap,102.922,4,2,-5.204
chanson,234.361,4,2,-12.166
ballad,109.965,4,2,-7.387
bhangra,89.077,4,11,-11.362
happy hardcore,145.021,4,7,-5.08
dance pop,133.193,5,5,-6.373
contemporary classical music,16.258,1,1,-26.765
honky tonk,74.894,4,2,-13.601
latin jazz,145.93,4,0,-9.777
meditation,113.487,4,4,-22.016
opera,36.624,1,7,-21.523
country rock,99.237,3,7,-10.273
experimental pop,90.291,1,2,-5.879
chanson,111.682,3,10,-10.416
hip hop,73.11,5,1,-22.033
chanson,163.567,1,0,-11.765
opera,109.721,4,2,-13.963
video game music,145.971,3,10,-14.798
pop rock,130.402,4,6,-4.811
easy listening,131.917,3,7,-25.613
industrial rock,120.072,5,2,-6.707
pop rap,127.597,4,4,-5.668
hard rock,124.714,4,5,-9.079
opera,110.034,3,2,-15.734
blues-rock,186.23,4,9,-15.794
pop rock,132.167,4,0,-5.24
pop,145.999,4,10,-5.622
folk-pop,148.294,4,7,-14.523
brill building pop,101.295,3,1,-9.242
post-grunge,86.09,3,5,-3.861
meditation,112.706,3,2,-20.523
progressive metal,122.483,4,8,-7.107
pop rock,114.595,4,0,-12.032
cabaret,78.437,1,2,-18.446
tech house,103.015,4,11,-6.898
lullaby,105.217,4,10,-10.777
reggaeton,104.035,4,11,-7.29
latin jazz,128.544,4,2,-11.906
techno,87.982,4,9,-13.27
power pop,119.446,4,0,-8.168
oi,82.98,1,2,-8.214
country,151.528,4,8,-7.92
zouk,179.999,4,7,-10.224
lovers rock,171.597,4,0,-8.839
folk-pop,137.296,4,2,-7.152
pop rock,88.58,4,7,-9.984
ccm,132.786,1,7,-9.799
blues-rock,137.23,4,0,-12.685
chicago soul,237.466,4,8,-9.633
chill-out,138.256,4,7,-13.207
blues-rock,75.452,1,8,-6.34
dance rock,194.691,7,0,-7.858
brill building pop,114.047,4,7,-9.54
twee pop,92.975,3,2,-9.361
chanson,116.618,5,8,-12.538
dance pop,150.112,4,8,-10.612
jazz funk,106.552,4,0,-14.334
salsa,87.467,1,10,-11.574
heartland rock,136.326,1,0,-5.747
latin pop,136.478,4,6,-6.025
chill-out,123.797,1,1,-10.462
vallenato,132.358,1,9,-17.548
southern gospel,119.983,4,11,-4.881
country gospel,42.797,4,1,-12.098
neue deutsche welle,130.023,4,5,-4.771
rock,241.818,4,0,-15.967
hip hop,118.099,4,5,-11.215
country rock,102.117,3,0,-12.439
country rock,126.1,4,7,-6.033
country gospel,130.231,4,6,-13.816
reggae,148.684,4,4,-8.959
tech house,124.969,7,9,-8.16
opera,111.643,4,2,-14.447
gabba,130.011,5,4,-4.872
rock steady,157.177,4,10,-6.543
tejano,125.45,5,7,-11.536
chanson,98.733,4,2,-7.246
cantonese pop,137.686,4,5,-11.349
glam rock,110.056,4,7,-12.153
roots reggae,165.469,4,1,-8.141
rock 'n roll,63.263,1,6,-11.316
smooth jazz,141.706,1,2,-21.763
freakbeat,123.491,4,0,-7.461
cabaret,140.197,4,9,-4.431
chicago blues,119.52,4,11,-11.213
jazz rap,106.821,5,6,-8.164
country rock,81.832,3,9,-15.854
pop punk,160.109,4,2,-4.469
progressive house,107.983,4,7,-13.297
greek,109.08,4,0,-5.554
meditation,134.538,3,5,-31.346
cabaret,137.002,4,7,-13.805
ballad,124.291,1,8,-11.761
western swing,100.451,3,0,-18.421
bebop,103.022,3,7,-13.132
reggae,100.003,4,10,-5.717
chanson,89.013,3,2,-7.254
chicago soul,155.611,3,5,-9.271
gangster rap,201.494,4,0,-3.163
roots reggae,141.257,4,11,-15.726
black metal,114.929,3,6,-4.46
peace punk,70.183,4,2,-10.223
country,141.705,4,0,-7.132
gangster rap,193.919,4,11,-8.649
hip hop,107.022,4,6,-8.74
dance pop,127.999,4,10,-3.629
rap metal,93.033,4,10,-3.124
black metal,139.115,4,5,-4.905
dubstep,87.468,5,11,-8.525
los angeles,160.267,3,0,-6.929
power pop,116.239,4,6,-15.838
cantonese pop,149.765,4,0,-6.339
oi,90.787,4,9,-6.014
country gospel,94.771,3,3,-14.355
blues-rock,106.145,1,11,-10.124
progressive rock,149.423,3,1,-17.058
hip hop,204.304,4,7,-5.065
tribal house,129.986,4,0,-4.518
country,40.384,1,11,-7.914
goregrind,141.961,4,7,-3.215
singer-songwriter,97.431,4,5,-7.101
hardcore punk,106.002,4,0,-5.235
lounge music,88.947,4,0,-13.435
country rock,104.284,4,9,-16.059
dance rock,94.838,4,9,-14.05
frevo,160.089,4,8,-11.996
meditation,98.442,4,2,-19.454
fusion,134.028,3,6,-16.676
hard rock,88.344,5,7,-5.802
country gospel,142.978,4,7,-6.177
pop rock,127.463,4,4,-13.613
instrumental pop,96.002,4,6,-11.949
latin pop,121.687,4,2,-7.91
vocal trance,130.004,4,9,-8.214
blues-rock,149.527,4,11,-7.207
viking metal,147.91,1,10,-3.779
chanson,86.686,4,0,-6.505
dance pop,95.929,4,5,-7.488
